# Bounding Box Culling
Frame,Frame (ms),FPS
64,117.00,8.55
65,118.05,8.47
66,118.58,8.43
67,119.60,8.36
68,119.79,8.35
69,121.32,8.24
70,122.91,8.14
71,124.07,8.06
72,125.06,8.00
73,125.72,7.95
74,126.53,7.90
75,128.12,7.80
76,128.33,7.79
77,128.32,7.79
78,127.97,7.81
79,128.51,7.78
80,129.11,7.75
81,129.77,7.71
82,130.61,7.66
83,132.04,7.57
84,132.59,7.54
85,133.24,7.51
86,134.42,7.44
87,135.81,7.36
88,136.23,7.34
89,137.36,7.28
90,137.37,7.28
91,137.41,7.28
92,139.19,7.18
93,140.22,7.13
94,141.62,7.06
95,140.91,7.10
96,141.69,7.06
97,142.53,7.02
98,141.45,7.07
99,141.28,7.08
100,142.38,7.02
101,143.95,6.95
102,144.21,6.93
103,144.62,6.91
104,146.89,6.81
105,147.67,6.77
106,149.49,6.69
107,150.55,6.64
108,151.16,6.62
109,151.95,6.58
110,153.64,6.51
111,154.68,6.47
112,154.70,6.46
113,155.49,6.43
114,156.19,6.40
115,156.35,6.40
116,156.71,6.38
117,157.01,6.37
118,158.46,6.31
119,159.41,6.27
120,162.93,6.14
121,164.02,6.10
122,164.98,6.06
123,167.12,5.98
124,168.94,5.92
125,170.12,5.88
126,170.37,5.87
127,170.91,5.85
128,171.65,5.83
129,172.70,5.79
130,172.95,5.78
131,173.64,5.76
132,173.71,5.76
133,173.94,5.75
134,173.27,5.77
135,173.24,5.77
136,173.05,5.78
137,172.54,5.80
138,172.32,5.80
139,172.17,5.81
140,171.65,5.83
141,171.94,5.82
142,171.18,5.84
143,171.15,5.84
144,170.84,5.85
145,170.67,5.86
146,170.63,5.86
147,171.03,5.85
148,171.24,5.84
149,170.95,5.85
150,170.97,5.85
151,170.20,5.88
152,170.38,5.87
153,171.12,5.84
154,170.93,5.85
155,172.04,5.81
156,171.35,5.84
157,171.16,5.84
158,170.78,5.86
159,172.46,5.80
160,171.53,5.83
161,173.11,5.78
162,172.00,5.81
163,171.01,5.85
164,171.12,5.84
165,170.61,5.86
166,169.75,5.89
167,168.21,5.94
168,166.47,6.01
169,164.69,6.07
170,162.29,6.16
171,160.10,6.25
172,158.76,6.30
173,157.44,6.35
174,157.88,6.33
175,157.35,6.36
176,157.32,6.36
177,157.88,6.33
178,156.16,6.40
179,155.55,6.43
180,154.94,6.45
181,153.46,6.52
182,152.44,6.56
183,151.69,6.59
184,150.25,6.66
185,148.42,6.74
186,147.79,6.77
187,145.09,6.89
188,144.64,6.91
189,143.66,6.96
190,144.83,6.90
191,146.84,6.81
192,147.17,6.79
193,149.04,6.71
194,146.56,6.82
195,145.26,6.88
196,144.58,6.92
197,143.76,6.96
198,142.47,7.02
199,139.09,7.19
200,136.52,7.32

