step,rot_degrees,frame_ms,fps,nodes_visited,leaves_visited
367,322.244,559.423,1.78755,1017359234,407596
368,323.122,563.025,1.77612,1027952250,411979
369,324,567.167,1.76315,1038278454,416568
370,324.878,572.924,1.74543,1048620649,423190
371,325.756,576.635,1.7342,1058831249,430768
372,326.634,579.975,1.72421,1068766290,437427
373,327.512,583.251,1.71453,1078954089,447431
374,328.39,585.229,1.70873,1088794543,454504
375,329.268,588.838,1.69826,1098171393,457796
376,330.146,591.396,1.69091,1107472296,460155
377,331.024,594.657,1.68164,1116082606,457513
378,331.902,598.23,1.6716,1124323065,453044
379,332.78,600.152,1.66624,1131848434,445797
380,333.659,600.32,1.66578,1138837980,438089
381,334.537,603.328,1.65747,1145711776,433352
382,335.415,604.908,1.65315,1152466120,429876
383,336.293,606.633,1.64844,1158951769,427601
384,337.171,607.065,1.64727,1165129482,424512
385,338.049,609.361,1.64106,1171419604,424332
386,338.927,612.557,1.6325,1177460844,424442
387,339.805,615.305,1.62521,1183358966,425247
388,340.683,616.627,1.62173,1188936100,424996
389,341.561,617.99,1.61815,1194478941,426898
390,342.439,619.526,1.61414,1199861852,429706
391,343.317,620.764,1.61092,1204957023,432605
392,344.195,622.022,1.60766,1209966768,436689
393,345.073,622.524,1.60636,1214556074,438239
394,345.951,622.535,1.60634,1218908248,437695
395,346.829,623.673,1.6034,1222920844,434077
396,347.707,624.657,1.60088,1226580243,428709
397,348.585,625.733,1.59813,1230181473,422618
398,349.463,626.364,1.59651,1233215246,414330
399,350.341,628.145,1.59199,1236227747,407952
400,351.22,628.488,1.59112,1238703098,399050
401,352.098,628.669,1.59066,1241140462,392590
402,352.976,629.228,1.58925,1243236073,385546
403,353.854,628.769,1.59041,1245283133,380544
404,354.732,628.799,1.59033,1247135356,375759
405,355.61,628.879,1.59013,1248641477,370803
406,356.488,627.797,1.59287,1249900954,365491
407,357.366,628.479,1.59114,1251084966,361689
408,358.244,628.084,1.59214,1251993451,357213
409,359.122,630.316,1.58651,1252818222,354013
410,360,630.121,1.587,1253369589,350894
